question_baseline_id,question_id,subset_baseline_id,code,fact_key,relation_role
QUESTIONBASE-0.1,Q-004-02,SUBSET-0.2,H40.9,glaucoma_subtype,supports_specificity
QUESTIONBASE-0.1,Q-004-02,SUBSET-0.2,H40.0,glaucoma_subtype,conflicts_with_response
QUESTIONBASE-0.1,Q-004-02,SUBSET-0.2,H40.2,glaucoma_subtype,conflicts_with_response
QUESTIONBASE-0.1,Q-004-03,SUBSET-0.2,F33.1,depressive_course,supports_reference
QUESTIONBASE-0.1,Q-004-03,SUBSET-0.2,F33.1,current_episode_severity,supports_reference
QUESTIONBASE-0.1,Q-004-03,SUBSET-0.2,F33.9,current_episode_severity,supports_specificity
QUESTIONBASE-0.1,Q-004-03,SUBSET-0.2,F32.1,depressive_course,conflicts_with_response
QUESTIONBASE-0.1,Q-004-03,SUBSET-0.2,F33.0,current_episode_severity,conflicts_with_response
QUESTIONBASE-0.1,Q-004-04,SUBSET-0.2,D50.0,anaemia_type,supports_reference
QUESTIONBASE-0.1,Q-004-04,SUBSET-0.2,D50.0,anaemia_cause,supports_reference
QUESTIONBASE-0.1,Q-004-04,SUBSET-0.2,D50.9,anaemia_cause,supports_specificity
QUESTIONBASE-0.1,Q-004-04,SUBSET-0.2,D50.8,anaemia_cause,conflicts_with_response
QUESTIONBASE-0.1,Q-004-04,SUBSET-0.2,D64.9,anaemia_type,conflicts_with_response
QUESTIONBASE-0.1,Q-004-04,SUBSET-0.2,D64.9,anaemia_cause,conflicts_with_response
QUESTIONBASE-0.1,Q-004-05,SUBSET-0.2,M54.5,pain_location,supports_reference
QUESTIONBASE-0.1,Q-004-05,SUBSET-0.2,M54.5,leg_radiation,supports_reference
QUESTIONBASE-0.1,Q-004-05,SUBSET-0.2,M54.5,underlying_diagnosis_established,supports_reference
QUESTIONBASE-0.1,Q-004-05,SUBSET-0.2,M54.2,pain_location,conflicts_with_response
QUESTIONBASE-0.1,Q-004-05,SUBSET-0.2,M54.3,pain_location,conflicts_with_response
QUESTIONBASE-0.1,Q-004-05,SUBSET-0.2,M54.3,leg_radiation,conflicts_with_response
QUESTIONBASE-0.1,Q-004-05,SUBSET-0.2,M54.6,pain_location,conflicts_with_response
QUESTIONBASE-0.1,Q-005-01,SUBSET-0.2,F20.0,schizophrenia_subtype,supports_reference
QUESTIONBASE-0.1,Q-005-01,SUBSET-0.2,F20.9,schizophrenia_subtype,supports_specificity
QUESTIONBASE-0.1,Q-005-01,SUBSET-0.2,F20.1,schizophrenia_subtype,conflicts_with_response
QUESTIONBASE-0.1,Q-005-01,SUBSET-0.2,F20.2,schizophrenia_subtype,conflicts_with_response
QUESTIONBASE-0.1,Q-005-02,SUBSET-0.2,G24.0,movement_disorder,supports_reference
QUESTIONBASE-0.1,Q-005-02,SUBSET-0.2,G24.0,task_scope,supports_reference
QUESTIONBASE-0.1,Q-005-02,SUBSET-0.2,G24.9,movement_disorder,supports_specificity
QUESTIONBASE-0.1,Q-005-02,SUBSET-0.2,G25.4,movement_disorder,conflicts_with_response
QUESTIONBASE-0.1,Q-005-02,SUBSET-0.2,G25.1,movement_disorder,conflicts_with_response
QUESTIONBASE-0.1,Q-005-03,SUBSET-0.2,L40.0,psoriasis_subtype,supports_reference
QUESTIONBASE-0.1,Q-005-03,SUBSET-0.2,L40.9,psoriasis_subtype,supports_specificity
QUESTIONBASE-0.1,Q-005-03,SUBSET-0.2,L40.4,psoriasis_subtype,conflicts_with_response
QUESTIONBASE-0.1,Q-005-03,SUBSET-0.2,L40.1,psoriasis_subtype,conflicts_with_response
QUESTIONBASE-0.1,Q-005-04,SUBSET-0.2,E78.2,lipid_disorder,supports_reference
QUESTIONBASE-0.1,Q-005-04,SUBSET-0.2,E78.5,lipid_disorder,supports_specificity
QUESTIONBASE-0.1,Q-005-04,SUBSET-0.2,E78.0,lipid_disorder,conflicts_with_response
QUESTIONBASE-0.1,Q-005-04,SUBSET-0.2,E78.1,lipid_disorder,conflicts_with_response
QUESTIONBASE-0.1,Q-005-05,SUBSET-0.2,I10,hypertension_type,supports_reference
QUESTIONBASE-0.1,Q-005-05,SUBSET-0.2,I10,hypertensive_heart_disease_documented,supports_reference
QUESTIONBASE-0.1,Q-005-05,SUBSET-0.2,I10,secondary_cause_documented,supports_reference
QUESTIONBASE-0.1,Q-005-05,SUBSET-0.2,I11.9,hypertensive_heart_disease_documented,conflicts_with_response
QUESTIONBASE-0.1,Q-005-05,SUBSET-0.2,I15.9,secondary_cause_documented,conflicts_with_response
QUESTIONBASE-0.1,Q-005-05,SUBSET-0.2,I95.9,hypertension_type,conflicts_with_response
QUESTIONBASE-0.1,Q-006-01,SUBSET-0.2,I25.1,chronic_ischemic_condition,supports_reference
QUESTIONBASE-0.1,Q-006-01,SUBSET-0.2,I25.9,chronic_ischemic_condition,supports_specificity
QUESTIONBASE-0.1,Q-006-01,SUBSET-0.2,I25.2,old_mi_as_target,conflicts_with_response
QUESTIONBASE-0.1,Q-006-01,SUBSET-0.2,I25.5,ischemic_cardiomyopathy_as_target,conflicts_with_response
QUESTIONBASE-0.1,Q-006-02,SUBSET-0.2,I69.3,prior_event,supports_reference
QUESTIONBASE-0.1,Q-006-02,SUBSET-0.2,I69.3,time_since_event_years,supports_reference
QUESTIONBASE-0.1,Q-006-02,SUBSET-0.2,I69.3,documented_as_sequela,supports_reference
QUESTIONBASE-0.1,Q-006-02,SUBSET-0.2,I69.4,prior_event,supports_specificity
QUESTIONBASE-0.1,Q-006-02,SUBSET-0.2,I63.9,time_since_event_years,supports_temporal_context
QUESTIONBASE-0.1,Q-006-02,SUBSET-0.2,I63.9,documented_as_sequela,supports_temporal_context
QUESTIONBASE-0.1,Q-006-02,SUBSET-0.2,I69.1,prior_event,conflicts_with_response
QUESTIONBASE-0.1,Q-006-03,SUBSET-0.2,G40.3,epilepsy_type,supports_reference
QUESTIONBASE-0.1,Q-006-03,SUBSET-0.2,G40.3,status_epilepticus,supports_reference
QUESTIONBASE-0.1,Q-006-03,SUBSET-0.2,G40.9,epilepsy_type,supports_specificity
QUESTIONBASE-0.1,Q-006-03,SUBSET-0.2,G40.0,epilepsy_type,conflicts_with_response
QUESTIONBASE-0.1,Q-006-03,SUBSET-0.2,G40.4,epilepsy_type,conflicts_with_response
QUESTIONBASE-0.1,Q-006-03,SUBSET-0.2,G40.4,status_epilepticus,conflicts_with_response
QUESTIONBASE-0.1,Q-006-04,SUBSET-0.2,F03,dementia_documented,supports_reference
QUESTIONBASE-0.1,Q-006-04,SUBSET-0.2,F03,dementia_etiology_documented,supports_reference
QUESTIONBASE-0.1,Q-006-04,SUBSET-0.2,F01.9,dementia_etiology_documented,conflicts_with_response
QUESTIONBASE-0.1,Q-006-04,SUBSET-0.2,F01.9,cerebrovascular_causal_link_documented,conflicts_with_response
QUESTIONBASE-0.1,Q-006-04,SUBSET-0.2,F05.1,delirium_documented,conflicts_with_response
QUESTIONBASE-0.1,Q-006-05,SUBSET-0.2,N40,documented_diagnosis,supports_reference
QUESTIONBASE-0.1,Q-006-05,SUBSET-0.2,N41.0,documented_diagnosis,conflicts_with_response
QUESTIONBASE-0.1,Q-006-05,SUBSET-0.2,N42.9,documented_diagnosis,conflicts_with_response
QUESTIONBASE-0.1,Q-006-05,SUBSET-0.2,C61,documented_diagnosis,conflicts_with_response
QUESTIONBASE-0.1,Q-006-06,SUBSET-0.2,R40.2,consciousness_state,supports_reference
QUESTIONBASE-0.1,Q-006-06,SUBSET-0.2,R40.2,diagnostic_workup_complete,supports_reference
QUESTIONBASE-0.1,Q-006-06,SUBSET-0.2,R40.2,codable_disease_cause_established,supports_reference
QUESTIONBASE-0.1,Q-006-06,SUBSET-0.2,R40.1,consciousness_state,conflicts_with_response
QUESTIONBASE-0.1,Q-006-06,SUBSET-0.2,R55,consciousness_state,conflicts_with_response
QUESTIONBASE-0.1,Q-006-06,SUBSET-0.2,G40.9,epilepsy_as_current_cause_established,conflicts_with_response
QUESTIONBASE-0.1,Q-006-06,SUBSET-0.2,G40.9,codable_disease_cause_established,conflicts_with_response
